iyear,longitude,latitude,radius
2021,-4,17.57,6.700443573
2021,-102.55,23.63,3.48490665
2021,35.53,-18.67,6.036952602
2021,8.08,17.61,7.102558595
2021,8.68,9.08,8.308542798
2021,69.35,30.38,6.278114659
2021,-58.44,-23.44,1
2021,-75.02,-9.19,3.995732274
2021,121.77,12.88,5.605170186
2021,22.94,-30.56,3.079441542
2021,80.77,7.87,1
2021,30.22,12.86,5.077537444
2021,39,34.8,6.513428746
2021,100.99,15.87,3.397895273
2021,9.54,33.89,2.609437912
2021,35.24,38.96,2.609437912
2021,32.29,1.37,1.693147181
2021,31.17,48.38,2.945910149
2021,-3.44,55.38,1
2021,-95.71,37.09,4.258096538
2021,-66.59,6.42,3.63905733
2021,44.13,15.21,7.755768922
